Customer_ID,Customer_Segment,Region,Plan_Type,Payment_Method,Subscription_Start_Date,Monthly_Fee,Number_of_Transactions,Average_Transaction_Value,Credit_Score,Customer_Support_Tickets,Satisfaction_Score,Total_Revenue,Is_Churned,Column1,Churn_Date,Churn_Reason,Account_Tenure_Months,Login_Frequency,Feature_Usage_Score,Outstanding_Balance,Revenue_Growth_Rate,Avg_Rev_Per_Month,Customer_Lifetime_Value
CUST1091,Enterprise,Kano,Basic,Cash,7/25/2024,20000,60,33243.79,407,5,2.8,1994627.4,0,Not_Churned,,None,14.4,Weekly,42,50000,0.32,138515.79,3252041.52
CUST1092,Corporate,Ibadan,Basic,Cash,8/28/2024,30000,80,53270.76,768,9,2.2,4261660.8,1,Is_Churned,5/15/2022,None,13.3,Monthly,78,0,0.33,320425.62,5621568.58
CUST1093,Corporate,Abuja,Premium,Card,3/3/2024,30000,72,99281.44,674,5,3.2,7148263.68,1,Is_Churned,3/3/2024,High Fees,19.2,Monthly,68,50000,0.18,372305.4,11371570.22
CUST1094,Corporate,Ibadan,Standard,Cash,7/17/2021,5000,141,71798.54,714,8,2.2,10123594.14,0,Not_Churned,,None,51.2,Monthly,60,5000,-0.01,197726.45,11767380.68
CUST1095,Corporate,Abuja,Premium,Wallet,11/13/2023,20000,110,85722.11,838,8,3.7,9429432.1,0,Not_Churned,,None,22.9,Weekly,74,5000,-0.07,411765.59,13849613.63
CUST1096,Corporate,Port Harcourt,Premium,Card,4/8/2024,5000,129,47336.28,813,1,2.9,6106380.12,0,Not_Churned,,None,18,Monthly,92,50000,0.31,339243.34,9857452.72
CUST1097,Enterprise,Lagos,Premium,Cash,4/21/2024,20000,96,79107.48,734,3,3.6,7594318.08,0,Not_Churned,,None,17.6,Monthly,87,10000,-0.08,431495.35,11052317.24
CUST1098,Corporate,Kano,Standard,Wallet,1/25/2024,20000,27,13645.83,435,8,2.4,368437.41,0,Not_Churned,,None,20.5,Monthly,49,,0.2,17972.56,532671.91
CUST1099,Retail,Abuja,Basic,Wallet,1/22/2024,30000,195,21062.01,710,3,4.8,4107091.95,0,Not_Churned,,None,20.6,Daily,62,50000,0.38,199373.4,5958969.03
CUST1100,SME,Ibadan,Premium,Wallet,2/4/2020,30000,113,28276.35,443,7,4.7,3195227.55,1,Is_Churned,10/24/2024,Switched to Competitor,68.8,Daily,78,50000,0.22,46442.26,3527026.2
CUST1101,Corporate,Port Harcourt,Premium,Transfer,2/14/2020,20000,65,46175.67,554,9,2.6,3001418.55,0,Not_Churned,,None,68.5,Monthly,64,10000,-0.05,43816.33,3304344.74
CUST1102,Corporate,Abuja,Standard,Card,10/31/2021,20000,172,86117.04,476,2,3,14812130.88,0,Not_Churned,,None,47.7,Monthly,63,20000,-0.03,310526.85,16264059.27
CUST1103,Enterprise,Ibadan,Premium,Wallet,8/4/2021,20000,48,41163.94,477,2,3.8,1975869.12,0,Not_Churned,,None,50.6,Monthly,59,5000,-0.14,39048.8,2227938.31
CUST1104,Corporate,Kano,Basic,Transfer,3/25/2021,30000,156,68915.91,500,8,2.3,10750881.96,0,Not_Churned,,None,55,Monthly,54,0,0.21,195470.58,13080268.14
CUST1105,Corporate,Kano,Standard,Cash,10/18/2020,30000,183,73838.29,837,9,3.1,13512407.07,1,Is_Churned,11/7/2024,None,60.3,Monthly,60,,0.11,224086.35,14728916.62
CUST1106,Corporate,Enugu,Basic,Wallet,4/30/2023,10000,190,62756.41,831,7,2.8,11923717.9,0,Not_Churned,,None,29.5,Monthly,92,5000,-0.08,404193.83,15909864.67
CUST1107,Enterprise,Lagos,Basic,Transfer,5/2/2023,20000,165,42151.78,429,0,4.7,6955043.7,1,Is_Churned,4/8/2023,Poor Service,29.4,Daily,81,20000,-0.06,236566.11,7791098.37
CUST1108,Corporate,Enugu,Standard,Wallet,8/16/2022,10000,20,61934.8,438,9,4.6,1238696,0,Not_Churned,,None,38,Weekly,51,5000,-0.19,32597.26,1473631.48
CUST1109,SME,Port Harcourt,Premium,Card,9/23/2022,20000,26,40803.9,638,1,3.7,1060901.4,0,Not_Churned,,None,36.8,Monthly,57,5000,0.39,28828.84,1162542.9
CUST1110,Enterprise,Abuja,Basic,Card,9/5/2020,30000,61,17548.64,412,2,3.6,1070467.04,1,Is_Churned,10/27/2020,Poor Service,61.7,Monthly,99,10000,0.3,17349.55,1196810.12
CUST1111,SME,Port Harcourt,Basic,Cash,8/20/2023,10000,66,99352.36,521,1,4.8,6557255.76,0,Not_Churned,,None,25.7,Monthly,62,10000,0.04,255146.14,7385963.35
CUST1112,Enterprise,Ibadan,Basic,Wallet,4/27/2024,10000,111,21446.42,543,2,4.8,2380552.62,0,Not_Churned,,None,17.4,Weekly,94,10000,0.37,136813.37,3546155.07
CUST1113,Corporate,Kano,Basic,Transfer,3/5/2023,5000,75,16511.35,571,7,4.9,1238351.25,0,Not_Churned,,None,31.3,Monthly,80,10000,0.21,39563.94,1565884.64
CUST1114,SME,Enugu,Standard,Cash,10/6/2023,20000,94,89067.77,767,5,2.4,8372370.38,0,Not_Churned,,None,24.2,Monthly,68,10000,0.25,345965.72,11894505.23
CUST1115,Enterprise,Enugu,Standard,Wallet,10/9/2022,30000,76,37165.12,646,6,2.5,2824549.12,0,Not_Churned,,None,36.2,Weekly,80,0,0.21,78026.22,3468232.38
CUST1116,Retail,Enugu,Basic,Cash,9/16/2023,5000,74,68526.73,646,9,4,5070978.02,1,Is_Churned,8/30/2023,High Fees,24.8,Monthly,75,20000,0.25,204474.92,7388495.22
CUST1117,Corporate,Port Harcourt,Premium,Transfer,5/2/2024,5000,34,39610.52,,9,3.6,1346757.68,1,Is_Churned,9/7/2024,Switched to Competitor,17.2,Weekly,44,50000,-0.1,78299.87,2133510.28
CUST1118,Enterprise,Kano,Basic,Cash,3/10/2024,20000,107,45230.88,444,5,2.1,4839704.16,0,Not_Churned,,None,19,Weekly,78,10000,0.14,254721.27,5907981.88
CUST1119,Retail,Abuja,Premium,Cash,3/27/2021,5000,155,33590.17,652,0,2.2,5206476.35,0,Not_Churned,,None,54.9,Monthly,65,20000,0.31,94835.63,5717569.83
CUST1120,Enterprise,Ibadan,Basic,Cash,5/12/2021,20000,36,40873.96,774,2,4.7,1471462.56,0,Not_Churned,,None,53.4,Daily,78,50000,-0.19,27555.48,1560634.24
CUST1121,Retail,Abuja,Premium,Wallet,1/28/2021,5000,90,46963.04,690,0,4.6,4226673.6,1,Is_Churned,10/3/2022,Poor Service,56.9,Daily,50,5000,-0.13,74282.49,4707668.11
CUST1122,Corporate,Port Harcourt,Basic,Transfer,8/25/2024,20000,61,74837.45,606,9,3.1,4565084.45,1,Is_Churned,4/29/2025,None,13.4,Monthly,81,,-0.05,340677.94,7149408.07
CUST1123,SME,Ibadan,Premium,Card,5/17/2023,30000,113,56038.26,811,8,4.7,6332323.38,0,Not_Churned,,None,28.9,Weekly,50,20000,-0.02,219111.54,8855067.78
CUST1124,Retail,Enugu,Basic,Wallet,8/26/2020,20000,13,94920.87,406,8,3.8,1233971.31,0,Not_Churned,,None,62,Weekly,95,0,-0.09,19902.76,1387230.47
CUST1125,Enterprise,Lagos,Basic,Card,2/2/2021,20000,35,13769.24,845,4,4.4,481923.4,0,Not_Churned,,None,56.7,Weekly,95,0,0.17,8499.53,567167.28
CUST1126,Corporate,Port Harcourt,Premium,Card,4/26/2020,10000,75,55276.15,641,3,3.3,4145711.25,0,Not_Churned,,None,66.1,Monthly,57,20000,-0.02,62718.78,4485158.95
CUST1127,Retail,Port Harcourt,Standard,Wallet,12/4/2020,30000,141,62580.23,509,8,2.3,8823812.43,0,Not_Churned,,None,58.7,Daily,51,,-0.11,150320.48,9481979.26
CUST1128,Enterprise,Kano,Premium,Wallet,4/18/2022,30000,17,92817.73,513,8,3.3,1577901.41,0,Not_Churned,,None,42,Weekly,96,0,0.34,37569.08,1964769.95
CUST1129,Enterprise,Abuja,Standard,Transfer,8/2/2024,30000,190,14424.27,706,2,3.4,2740611.3,0,Not_Churned,,None,14.1,Weekly,55,5000,0.22,194369.6,3756547.5
CUST1130,Enterprise,Port Harcourt,Basic,Transfer,9/29/2022,5000,135,61614.96,701,4,3.7,8318019.6,1,Is_Churned,11/4/2022,None,36.6,Monthly,66,,-0.05,227268.3,10782066.34
CUST1131,Retail,Port Harcourt,Premium,Cash,9/29/2024,10000,39,86826.69,675,2,2.3,3386240.91,1,Is_Churned,10/3/2022,Poor Service,12.2,Daily,75,0,0.02,277560.73,4643216
CUST1132,Retail,Enugu,Premium,Card,8/4/2021,30000,25,31773.5,495,9,5,794337.5,1,Is_Churned,6/30/2024,Switched to Competitor,50.6,Daily,56,20000,0.24,15698.37,961749.32
CUST1133,Retail,Enugu,Premium,Transfer,1/1/2022,5000,68,88866.31,693,1,2.7,6042909.08,0,Not_Churned,,None,45.6,Monthly,88,0,0.27,132519.94,7362228.52
CUST1134,SME,Ibadan,Standard,Cash,8/4/2022,5000,99,11713.91,588,0,2.6,1159677.09,0,Not_Churned,,None,38.4,Daily,60,10000,-0.09,30199.92,1416406.03
CUST1135,Retail,Lagos,Standard,Transfer,7/22/2020,5000,184,75920.92,759,9,3.6,13969449.28,0,Not_Churned,,None,63.2,Monthly,94,10000,0.36,221035.59,16323917.32
CUST1136,Retail,Kano,Basic,Wallet,4/1/2023,10000,38,93980.19,687,1,3.6,3571247.22,0,Not_Churned,,None,30.4,Weekly,76,,0.27,117475.24,4273325.27
CUST1137,Retail,Lagos,Standard,Transfer,3/17/2022,5000,125,69147.79,553,7,3.3,8643473.75,0,Not_Churned,,None,43.1,Monthly,70,10000,0.31,200544.63,9544782.75
